naslov,zanr 
.hack//Mutation Part 2,Role-Playing
.hack//Mutation Part 2,Action RPG
Brigandine: The Legend of Runersia,Role-Playing
Brigandine: The Legend of Runersia,General
Brigandine: The Legend of Runersia,Strategy
Brigandine: The Legend of Runersia,Turn-Based
Brigandine: The Legend of Runersia,Tactics
Second Sight,Action Adventure
Second Sight,Sci-Fi
For Honor,Action Adventure
For Honor,General
Beautiful Desolation,Adventure
Beautiful Desolation,General
ToeJam & Earl: Back in the Groove,Action
ToeJam & Earl: Back in the Groove,General
ToeJam & Earl: Back in the Groove,Platformer
ToeJam & Earl: Back in the Groove,2D
Race the Sun,Action
Race the Sun,Racing
Race the Sun,General
Race the Sun,Arcade
Race the Sun,Futuristic
Operation Flashpoint: Dragon Rising,Action
Operation Flashpoint: Dragon Rising,Shooter
Operation Flashpoint: Dragon Rising,Shooter
Operation Flashpoint: Dragon Rising,First-Person
Operation Flashpoint: Dragon Rising,Tactical
Operation Flashpoint: Dragon Rising,Modern
Operation Flashpoint: Dragon Rising,Modern
Ghostrunner,Adventure
Ghostrunner,General
RIDE 4,Racing
RIDE 4,Simulation
RIDE 4,Automobile
Transport Fever 2,Strategy
Transport Fever 2,Management
Transport Fever 2,Business / Tycoon
Blazing Chrome,Action
Blazing Chrome,Platformer
Blazing Chrome,2D
MySims Kingdom,Simulation
MySims Kingdom,Miscellaneous
MySims Kingdom,Virtual Life
MySims Kingdom,Virtual
MySims Kingdom,Virtual Life
Lock On: Modern Air Combat,Simulation
Lock On: Modern Air Combat,Flight
Lock On: Modern Air Combat,Modern Jet
Lock On: Modern Air Combat,Modern Jet
Lock On: Modern Air Combat,Combat
Mat Hoffman's Pro BMX 2,Sports
Mat Hoffman's Pro BMX 2,Alternative
Mat Hoffman's Pro BMX 2,Biking
TransWorld Surf,Sports
TransWorld Surf,Alternative
TransWorld Surf,Surfing
Monster Rancher Advance,Strategy
Monster Rancher Advance,Breeding/Constructing
High Heat Major League Baseball 2002,Sports
High Heat Major League Baseball 2002,Traditional
High Heat Major League Baseball 2002,Team
High Heat Major League Baseball 2002,Baseball
High Heat Major League Baseball 2002,Sim
High Heat Major League Baseball 2002,Sim
Triple Play Baseball,Sports
Triple Play Baseball,Traditional
Triple Play Baseball,Baseball
Triple Play Baseball,Sim
The Devil Inside,Adventure
The Devil Inside,General
The Devil Inside,General
LEGO Batman: The Videogame,Action Adventure
LEGO Batman: The Videogame,Modern
LEGO Batman: The Videogame,General
LEGO Batman: The Videogame,Modern
Mortal Shell,Role-Playing
Mortal Shell,Action RPG
SaGa: Scarlet Grace - Ambitions,Role-Playing
SaGa: Scarlet Grace - Ambitions,Japanese-Style
Atelier Ayesha Plus: The Alchemist of Dusk,Console-style RPG
Atelier Ayesha Plus: The Alchemist of Dusk,Role-Playing
Atelier Ayesha Plus: The Alchemist of Dusk,Japanese-Style
The Fall,Action
The Fall,Action Adventure
The Fall,Sci-Fi
The Fall,General
Trover Saves the Universe,Action
Trover Saves the Universe,General
Lego Star Wars,Action Adventure
Lego Star Wars,Sci-Fi
Super Chariot,Action
Super Chariot,Platformer
Super Chariot,2D
Ketzal's Corridors,General
Ketzal's Corridors,Miscellaneous
Ketzal's Corridors,Puzzle
Ketzal's Corridors,Action
Ketzal's Corridors,Puzzle
Ketzal's Corridors,Action
Antipole,Action
Antipole,Platformer
Antipole,Platformer
Antipole,2D
Antipole,2D
Elemental Gearbolt,Action
Elemental Gearbolt,Shooter
Elemental Gearbolt,Light Gun
Riviera: The Promised Land,Role-Playing
Riviera: The Promised Land,Console-style RPG
Aegis Defenders,Role-Playing
Aegis Defenders,Action RPG
JumpJet Rex,Action
JumpJet Rex,Platformer
JumpJet Rex,2D
Mutazione,Adventure
Mutazione,Point-and-Click
Friday the 13th: Killer Puzzle,Puzzle
Friday the 13th: Killer Puzzle,Action
Life is Strange: Episode 4 - Dark Room,Action Adventure
Life is Strange: Episode 4 - Dark Room,General
Clustertruck,Action
Clustertruck,Platformer
Clustertruck,3D
Contra ReBirth,Action
Contra ReBirth,Shooter
Contra ReBirth,Platformer
Contra ReBirth,Shooter
Contra ReBirth,Scrolling
Contra ReBirth,2D
Contra ReBirth,Scrolling
Contra ReBirth,Shoot-'Em-Up
Contra ReBirth,Horizontal
FIFA World Cup: Germany 2006,Sports
FIFA World Cup: Germany 2006,Traditional
FIFA World Cup: Germany 2006,Soccer
FIFA World Cup: Germany 2006,Sim
Harvest Moon: Animal Parade,Strategy
Harvest Moon: Animal Parade,Breeding/Constructing
Harvest Moon: Animal Parade,General
Harvest Moon: Animal Parade,Management
Harvest Moon: Animal Parade,Breeding/Constructing
Harvest Moon: Animal Parade,Business / Tycoon
Ratchet & Clank Future: Quest for Booty,Action
Ratchet & Clank Future: Quest for Booty,Platformer
Ratchet & Clank Future: Quest for Booty,Platformer
Ratchet & Clank Future: Quest for Booty,3D
Ratchet & Clank Future: Quest for Booty,3D
L.A. Noire,Action Adventure
L.A. Noire,Adventure
L.A. Noire,3D
L.A. Noire,Open-World
L.A. Noire,Third-Person
Resident Evil 5: Desperate Escape,Action Adventure
Resident Evil 5: Desperate Escape,Horror
Resident Evil 5: Desperate Escape,Horror
Resident Evil 5: Desperate Escape,Survival
Scarface: The World Is Yours,Action Adventure
Scarface: The World Is Yours,Modern
Call of Duty: Modern Warfare - Reflex Edition,Action
Call of Duty: Modern Warfare - Reflex Edition,Shooter
Call of Duty: Modern Warfare - Reflex Edition,Shooter
Call of Duty: Modern Warfare - Reflex Edition,First-Person
Call of Duty: Modern Warfare - Reflex Edition,Modern
Call of Duty: Modern Warfare - Reflex Edition,Modern
Call of Duty: Modern Warfare - Reflex Edition,Arcade
Call of Duty: Black Ops II - Uprising,Action
Call of Duty: Black Ops II - Uprising,Shooter
Call of Duty: Black Ops II - Uprising,Shooter
Call of Duty: Black Ops II - Uprising,First-Person
Call of Duty: Black Ops II - Uprising,Historic
Call of Duty: Black Ops II - Uprising,Modern
Call of Duty: Black Ops II - Uprising,Arcade
Miasmata,Adventure
Miasmata,3D
Miasmata,First-Person
Miasmata,Sci-Fi
Madden NFL 20,Action
Madden NFL 20,Sports
Madden NFL 20,General
Madden NFL 20,Team
Madden NFL 20,Football
Madden NFL 20,Sim
Burnout Dominator,Driving
Burnout Dominator,Racing
Burnout Dominator,Arcade
Gun,Action Adventure
Gun,Historic
Gun,General
Gun,Historic
Gun,Open-World
Puzzle Quest: Galactrix,Miscellaneous
Puzzle Quest: Galactrix,Puzzle
Puzzle Quest: Galactrix,Puzzle
Puzzle Quest: Galactrix,Puzzle
Puzzle Quest: Galactrix,Matching
Puzzle Quest: Galactrix,Matching
Multiwinia: Survival of the Flattest,Strategy
Multiwinia: Survival of the Flattest,Real-Time
Multiwinia: Survival of the Flattest,Sci-Fi
Multiwinia: Survival of the Flattest,Sci-Fi
Multiwinia: Survival of the Flattest,General
The Beginner's Guide,Adventure
The Beginner's Guide,General
Pokken Tournament,Action
Pokken Tournament,Fighting
Pokken Tournament,3D
Roki,Adventure
Roki,General
Evan's Remains,Adventure
Evan's Remains,General
The Surge 2,Role-Playing
The Surge 2,Action RPG
Old School Musical,Action
Old School Musical,Rhythm
Old School Musical,Music
Crash Bandicoot N. Sane Trilogy,Miscellaneous
Crash Bandicoot N. Sane Trilogy,Compilation
The Elder Scrolls Online: Summerset,Role-Playing
The Elder Scrolls Online: Summerset,Massively Multiplayer
Masters of Anima,Strategy
Masters of Anima,Real-Time
Masters of Anima,MOBA
Wulverblade,Action
Wulverblade,Beat-'Em-Up
Wulverblade,2D
Syberia,Adventure
Syberia,3D
Syberia,Third-Person
Chaos;Child,Adventure
Chaos;Child,General
Chaos;Child,Visual Novel
Piczle Lines DX,Puzzle
Piczle Lines DX,Action
The Long Dark,Simulation
The Long Dark,Action Adventure
The Long Dark,General
The Long Dark,Survival
Battlefield 1: They Shall Not Pass,Action
Battlefield 1: They Shall Not Pass,Shooter
Battlefield 1: They Shall Not Pass,First-Person
Battlefield 1: They Shall Not Pass,Tactical
ACA NeoGeo: Metal Slug 3,Action
ACA NeoGeo: Metal Slug 3,Miscellaneous
ACA NeoGeo: Metal Slug 3,Shooter
ACA NeoGeo: Metal Slug 3,Compilation
ACA NeoGeo: Metal Slug 3,Shoot-'Em-Up
ACA NeoGeo: Metal Slug 3,Horizontal
Call of Duty: Infinite Warfare - Sabotage,Action
Call of Duty: Infinite Warfare - Sabotage,Shooter
Call of Duty: Infinite Warfare - Sabotage,First-Person
Call of Duty: Infinite Warfare - Sabotage,Tactical
Werewolves Within,Miscellaneous
Werewolves Within,Party / Minigame
Trackmania Turbo,Racing
Trackmania Turbo,Arcade
Trackmania Turbo,Automobile
Far Cry 4: Valley of the Yetis,Action
Far Cry 4: Valley of the Yetis,Shooter
Far Cry 4: Valley of the Yetis,First-Person
Far Cry 4: Valley of the Yetis,Arcade
Castle In The Darkness,Action
Castle In The Darkness,Platformer
Castle In The Darkness,2D
Assassin's Creed IV: Black Flag - Freedom Cry,Action Adventure
Assassin's Creed IV: Black Flag - Freedom Cry,Historic
Assassin's Creed IV: Black Flag - Freedom Cry,Open-World
BioShock Infinite: Burial at Sea - Episode One,Action
BioShock Infinite: Burial at Sea - Episode One,Shooter
BioShock Infinite: Burial at Sea - Episode One,Shooter
BioShock Infinite: Burial at Sea - Episode One,First-Person
BioShock Infinite: Burial at Sea - Episode One,Sci-Fi
BioShock Infinite: Burial at Sea - Episode One,Sci-Fi
BioShock Infinite: Burial at Sea - Episode One,Arcade
Volgarr the Viking,Action
Volgarr the Viking,General
Volgarr the Viking,General
Deus Ex: Human Revolution - The Missing Link,Action Adventure
Deus Ex: Human Revolution - The Missing Link,Sci-Fi
Deus Ex: Human Revolution - The Missing Link,Sci-Fi
Deus Ex: Human Revolution - The Missing Link,General
LEGO Star Wars III: The Clone Wars,Action Adventure
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,General
Deathsmiles,Action
Deathsmiles,Shooter
Deathsmiles,Shooter
Deathsmiles,Scrolling
Deathsmiles,Scrolling
Deathsmiles,Shoot-'Em-Up
Deathsmiles,Horizontal
Mario & Sonic at the Olympic Winter Games,Sports
Mario & Sonic at the Olympic Winter Games,Olympic Sports
Mario & Sonic at the Olympic Winter Games,Olympic Sports
Mario & Sonic at the Olympic Winter Games,Individual
Mario & Sonic at the Olympic Winter Games,Athletics
Bubble Bobble Plus!,Action
Bubble Bobble Plus!,Platformer
Bubble Bobble Plus!,Platformer
Bubble Bobble Plus!,2D
Bubble Bobble Plus!,2D
Brothers in Arms: Hell's Highway,Action
Brothers in Arms: Hell's Highway,Shooter
Brothers in Arms: Hell's Highway,Shooter
Brothers in Arms: Hell's Highway,First-Person
Brothers in Arms: Hell's Highway,Historic
Brothers in Arms: Hell's Highway,Historic
Brothers in Arms: Hell's Highway,Arcade
Chessmaster LIVE,Miscellaneous
Chessmaster LIVE,Board Games
Chessmaster LIVE,Board Games
Chessmaster LIVE,Board / Card Game
MVP 07 NCAA Baseball,Sports
MVP 07 NCAA Baseball,Traditional
MVP 07 NCAA Baseball,Baseball
MVP 07 NCAA Baseball,Sim
UEFA Euro 2004: Portugal,Sports
UEFA Euro 2004: Portugal,Traditional
UEFA Euro 2004: Portugal,Team
UEFA Euro 2004: Portugal,Soccer
UEFA Euro 2004: Portugal,Sim
UEFA Euro 2004: Portugal,Sim
Dominions II: The Ascension Wars,Strategy
Dominions II: The Ascension Wars,Turn-Based
Dominions II: The Ascension Wars,Fantasy
Dominions II: The Ascension Wars,General
American Conquest,Strategy
American Conquest,Real-Time
American Conquest,Historic
American Conquest,Historic
American Conquest,Command
Spyro 2: Season of Flame,Action
Spyro 2: Season of Flame,Platformer
Spyro 2: Season of Flame,2D
Dave Mirra Freestyle BMX 2,Sports
Dave Mirra Freestyle BMX 2,Alternative
Dave Mirra Freestyle BMX 2,Biking
Harvest Moon: Save the Homeland,Strategy
Harvest Moon: Save the Homeland,Breeding/Constructing
Boxing Fever,Sports
Boxing Fever,Traditional
Boxing Fever,Boxing
Sega Bass Fishing 2,Sports
Sega Bass Fishing 2,Nature
Sega Bass Fishing 2,Fishing
Toy Story Racer,Driving
Toy Story Racer,Racing
Toy Story Racer,Kart
Star Wars Episode I: Jedi Power Battles,Action
Star Wars Episode I: Jedi Power Battles,Beat-'Em-Up
Star Trek: Invasion,Simulation
Star Trek: Invasion,Sci-Fi
Star Trek: Invasion,Small Spaceship
Call of Duty: Finest Hour,Action
Call of Duty: Finest Hour,Shooter
Call of Duty: Finest Hour,First-Person
Call of Duty: Finest Hour,Historic
Assassin's Creed Syndicate,Historic
Assassin's Creed Syndicate,Action Adventure
Assassin's Creed Syndicate,Open-World
Twisted Metal,Simulation
Twisted Metal,Driving
Twisted Metal,Car Combat
Twisted Metal,Car Combat
Twisted Metal,Vehicle
Twisted Metal,Combat
Yo-kai Watch,Japanese-Style
Yo-kai Watch,Role-Playing
Yo-kai Watch,Trainer
WindJammers,Sports
WindJammers,Individual
WindJammers,Other
Super Mario Party,Miscellaneous
Super Mario Party,Party / Minigame
Mario & Luigi: Paper Jam,Role-Playing
Mario & Luigi: Paper Jam,Japanese-Style
Divinity: Dragon Commander,Role-Playing
Divinity: Dragon Commander,Action RPG
Divinity: Dragon Commander,Action RPG
Penny Arcade Adventures: Episode One,Adventure
Penny Arcade Adventures: Episode One,General
Penny Arcade Adventures: Episode One,General
Sonic Generations,Action
Sonic Generations,Platformer
Sonic Generations,Platformer
Sonic Generations,3D
Sonic Generations,3D
The Suffering: Ties That Bind,Action Adventure
The Suffering: Ties That Bind,Horror
Sushi Striker: The Way of Sushido,Puzzle
Sushi Striker: The Way of Sushido,Matching
Donkey Konga,Miscellaneous
Donkey Konga,Rhythm
Donkey Konga,Music
Zuma's Revenge!,Miscellaneous
Zuma's Revenge!,Puzzle
Zuma's Revenge!,Action
Zuma's Revenge!,Puzzle
Zuma's Revenge!,Action
MLB 12: The Show,Sports
MLB 12: The Show,Traditional
MLB 12: The Show,Team
MLB 12: The Show,Baseball
MLB 12: The Show,Sim
MLB 12: The Show,Sim
World of Tanks,Action
World of Tanks,Simulation
World of Tanks,Shooter
World of Tanks,Vehicle
World of Tanks,Third-Person
World of Tanks,Combat
World of Tanks,Tactical
NHL 07,Sports
NHL 07,Traditional
NHL 07,Ice Hockey
NHL 07,Sim
The Denpa Men 2: Beyond the Waves,Role-Playing
The Denpa Men 2: Beyond the Waves,General
The Denpa Men 2: Beyond the Waves,General
Singularity,Action
Singularity,Shooter
Singularity,Shooter
Singularity,First-Person
Singularity,Sci-Fi
Singularity,Sci-Fi
Singularity,Arcade
Rush for Berlin,Strategy
Rush for Berlin,Real-Time
Rush for Berlin,Historic
Rush for Berlin,General
Rush for Berlin,Historic
Control: AWE,Action Adventure
Control: AWE,General
Masquerada: Songs and Shadows,Strategy
Masquerada: Songs and Shadows,Turn-Based
Masquerada: Songs and Shadows,Tactics
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Miscellaneous
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Adventure
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,General
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Compilation
Wolfenstein: The Old Blood,Action
Wolfenstein: The Old Blood,Shooter
Wolfenstein: The Old Blood,First-Person
Wolfenstein: The Old Blood,Arcade
Tales From Space: About a Blob,Action
Tales From Space: About a Blob,Platformer
Tales From Space: About a Blob,Platformer
Tales From Space: About a Blob,2D
Tales From Space: About a Blob,2D
Nioh: Dragon of the North,Role-Playing
Nioh: Dragon of the North,Action RPG
The Club,Action
The Club,Shooter
The Club,Shooter
The Club,Third-Person
The Club,Modern
The Club,Modern
The Club,Arcade
Shadow Hearts: From the New World,Role-Playing
Shadow Hearts: From the New World,Console-style RPG
PixelJunk SideScroller,Action
PixelJunk SideScroller,Shooter
PixelJunk SideScroller,Shooter
PixelJunk SideScroller,Scrolling
PixelJunk SideScroller,Scrolling
PixelJunk SideScroller,Shoot-'Em-Up
PixelJunk SideScroller,Horizontal
Fantasy Strike,Action
Fantasy Strike,Fighting
Fantasy Strike,2D
Flinthook,Action
Flinthook,Platformer
Flinthook,2D
Azure Striker Gunvolt 2,Action
Azure Striker Gunvolt 2,Platformer
Azure Striker Gunvolt 2,2D
Samurai Shodown,Action
Samurai Shodown,Fighting
Samurai Shodown,2D
Phoenix Wright: Ace Attorney - Justice for All,Adventure
Phoenix Wright: Ace Attorney - Justice for All,First-Person
Phoenix Wright: Ace Attorney - Justice for All,Visual Novel
Phoenix Wright: Ace Attorney - Justice for All,Modern
Phoenix Wright: Ace Attorney - Justice for All,Modern
Kirby Super Star Ultra,Action
Kirby Super Star Ultra,Platformer
Kirby Super Star Ultra,Platformer
Kirby Super Star Ultra,2D
Kirby Super Star Ultra,2D
Candleman: The Complete Journey,Action
Candleman: The Complete Journey,Platformer
Candleman: The Complete Journey,3D
MAG,Action
MAG,Shooter
MAG,Shooter
MAG,First-Person
MAG,Modern
MAG,Tactical
MAG,Modern
MAG,Arcade
Metal Slug 3,Action
Metal Slug 3,Shooter
Metal Slug 3,Scrolling
Momodora: Reverie Under the Moonlight,Action
Momodora: Reverie Under the Moonlight,Action Adventure
Momodora: Reverie Under the Moonlight,General
Momodora: Reverie Under the Moonlight,Open-World
The Golf Club 2,Sports
The Golf Club 2,Individual
The Golf Club 2,Golf
The Golf Club 2,Arcade
Minutes,Action
Minutes,General
Spec Ops: The Line,Action
Spec Ops: The Line,Shooter
Spec Ops: The Line,Shooter
Spec Ops: The Line,Third-Person
Spec Ops: The Line,Tactical
Spec Ops: The Line,Modern
Spec Ops: The Line,Modern
SingStar Vol. 2,Action
SingStar Vol. 2,Miscellaneous
